name,link
North Idaho College,https://www.nic.edu/mailto:accessibility@nic.edu
University of Arkansas-Fort Smith,https://uafortsmithlions.com
Montana State University Billings,https://catalog.msubillings.edu/azindex/
Truett McConnell University,https://tmbears.com/
Bryant & Stratton College-Albany,https://catalog.bryantstratton.edu/tel:18669480571
University of Mount Olive,https://umo.edu/tel:18006530854
Paul Smiths College of Arts and Science,https://www.paulsmiths.edu/mailto:info@paulsmiths.edu
Vanguard University of Southern California,https://www.vanguardlions.com/
Delaware Valley University,https://athletics.delval.edu/
Fort Lewis College,https://foundation.fortlewis.edu/give
Maranatha Baptist University,https://www.mbusabercats.com/landing/index
Vanguard University of Southern California,https://www.vanguardlions.com/
Wilmington College,https://www.wilmington.edu/tel:1undefined
Wilmington College,https://www.wilmington.edu/tel:undefined
Palm Beach State College,https://studentcoursesearch.palmbeachstate.edu/mailto:servicedesk@palmbeachstate.edu
University of Mary Washington,https://www.umweagles.com/
Palm Beach State College,https://studentcoursesearch.palmbeachstate.edu/tel:%20+1-561-868-4000 
Ottawa University-Surprise,https://www.ottawa.edu/tel:+18557747713
Palm Beach State College,https://www.palmbeachstate.edu/servicedesk/
University of Mary Washington,https://www.umweagles.com/
Learnet Academy Inc,https://www.microsoft.com/en-us/education/imagine-academy/default.aspx
Ottawa University-Surprise,https://www.ottawa.edu/tel:+18555461342
Ottawa University-Surprise,https://www.ottawa.edu/tel:+18557747714
Salem State University,https://www.salemstate.edu/tel:978-542-6200
Salem State University,https://www.salemstate.edu/mailto:admissions@salemstate.edu
Butler County Community College,https://www.bc3.edu/directory/indexAA.html
Edward Waters University,https://www.ewctigerpride.com
Strayer University-Pennsylvania,https://strayer.smartcatalogiq.com/tel:8883110355
Truett McConnell University,https://tmbears.com/hof.aspx
Maranatha Baptist University,https://www.mbusabercats.com/landing/index
Truett McConnell University,https://tmbears.com/sports/2016/6/27/media-relations.aspx
College of Charleston,https://cofcsports.com/
Truett McConnell University,https://tmbears.com/
Truett McConnell University,https://tmbears.com/staff.aspx
Millikin University,https://athletics.millikin.edu/
Lebanon Valley College,https://godutchmen.com/
University of Rio Grande,https://www.rio.edu/mailto:admission@rio.edu
Truett McConnell University,https://tmbears.com/sports/2013/7/22/GEN_0722132647.aspx
University of Rio Grande,https://www.rio.edu/tel:%28740%29245-7308
Heidelberg University,https://www.bergathletics.com/
Xavier University of Louisiana,https://xulagold.com/
North Idaho College,https://www.nic.edu/mailto:evmiller@nic.edu
University of Rio Grande,https://www.rio.edu/tel:+1-800-282-7201
Brightpoint Community College,https://catalog.brightpoint.edu/mailto:getstarted@brightpoint.edu
LeTourneau University,https://www.letuathletics.com/
South Puget Sound Community College,https://spscc.edu/tel:bscsinfo%40spscc.edu
Salem State University,https://www.salemstate.edu/mailto:admissions@salemstate.edu
LeTourneau University,https://catalog.letu.edu//catalog.letu.edu/
University of Northern Iowa,https://catalog.uni.edu/cs.pdf
Truett McConnell University,http://tmc.tlcdelivers.com/truett/default.asp
Southern Oregon University,https://souraiders.com/
Highland Community College,https://scottieathletics.com/
Manhattanville College,https://govaliants.com/
LeTourneau University,https://catalog.letu.edu//my.letu.edu/ics
Xavier University of Louisiana,https://xulagold.com/
Rhodes College,https://catalog.rhodes.edu/AMS/110
Heidelberg University,https://www.heidelberg.edu/mailto:admission@heidelberg.edu
Rhodes College,https://catalog.rhodes.edu/AMS/111
Rhodes College,https://catalog.rhodes.edu/AMS/150
Central College,https://athletics.central.edu/
Rhodes College,https://catalog.rhodes.edu/AMS/240
Heidelberg University,https://www.heidelberg.edu/mailto:admission@heidelberg.edu
Xavier University of Louisiana,https://xulagold.com/
Soka University of America,https://catalog.soka.edu/mailto:info@soka.edu
Rhodes College,https://catalog.rhodes.edu/AMS/260
Whitworth University,https://www.whitworthpirates.com/landing/index
Rhodes College,https://catalog.rhodes.edu/AMS/265
Rhodes College,https://catalog.rhodes.edu/AMS/270
Rhodes College,https://catalog.rhodes.edu/AMS/275
LeTourneau University,https://www.letuathletics.com/
