name,link,error
East Stroudsburg University of Pennsylvania,https://esu.smartcatalogiq.com/javascript:window.print(),HTTP Error 404: Not Found
Nicholls State University,https://www.nicholls.edu/faculty-staff,HTTP Error 403: Forbidden
University of Central Oklahoma,https://www.uco.edu/#main-content,HTTP Error 403: Forbidden
Oakland City University,https://www.oak.edu/about/leadership/,HTTP Error 403: Forbidden
North Greenville University,https://www.ngu.edu/#,HTTP Error 403: Forbidden
Saint Vincent College,https://www.stvincent.edu/../../../admission-aid/visit-campus.html,HTTP Error 400: Bad Request
Villanova University,https://www1.villanova.edu/#about,HTTP Error 403: Forbidden
Millikin University,https://athletics.millikin.edu/,HTTP Error 404: Not Found
Southern Oregon University,https://oca.sou.edu/,HTTP Error 403: Forbidden
Oakland City University,https://www.oak.edu/about/leadership/strategic-plan/,HTTP Error 403: Forbidden
North Greenville University,https://www.ngu.edu/#,HTTP Error 403: Forbidden
Oakland City University,https://www.oak.edu/about/diversity-and-inclusion/,HTTP Error 403: Forbidden
Nicholls State University,https://www.nicholls.edu/current-students,HTTP Error 403: Forbidden
Fort Lewis College,https://foundation.fortlewis.edu/give,HTTP Error 404: Not Found
North Greenville University,https://www.ngu.edu/#,HTTP Error 403: Forbidden
Oakland City University,https://www.oak.edu/about/consumer-information/,HTTP Error 403: Forbidden
Southern Oregon University,https://souraiders.com/,HTTP Error 404: Not Found
North Greenville University,https://www.ngu.edu/#,HTTP Error 403: Forbidden
University of Central Oklahoma,https://www.uco.edu/admissions/apply/,HTTP Error 403: Forbidden
Southern Oregon University,https://alumni.sou.edu/,HTTP Error 403: Forbidden
Saint Vincent College,https://www.stvincent.edu/../../../admission-aid/apply-now.html,HTTP Error 400: Bad Request
Oakland City University,https://www.oak.edu/admissions/,HTTP Error 403: Forbidden
Villanova University,https://www1.villanova.edu/university/leadership.html,HTTP Error 403: Forbidden
North Greenville University,https://www.ngu.edu/academics/,HTTP Error 403: Forbidden
Nicholls State University,https://www.nicholls.edu/admissions/apply/,HTTP Error 403: Forbidden
Southern Oregon University,https://giving.sou.edu/,HTTP Error 403: Forbidden
Oakland City University,https://www.oak.edu/admissions/,HTTP Error 403: Forbidden
North Greenville University,https://www.ngu.edu/life-at-ngu/,HTTP Error 403: Forbidden
Oakland City University,https://www.oak.edu/admissions/undergraduate/,HTTP Error 403: Forbidden
North Greenville University,https://www.ngu.edu/admissions/,HTTP Error 403: Forbidden
Villanova University,https://www1.villanova.edu/university/mission-ministry.html,HTTP Error 403: Forbidden
Oakland City University,https://www.oak.edu/admissions/graduate/,HTTP Error 403: Forbidden
Harding University,https://www.harding.edu/javascript:void(0),HTTP Error 404: Not Found
University of Central Oklahoma,https://www3.uco.edu/centraldirectory/,HTTP Error 403: Forbidden
Oakland City University,https://www.oak.edu/admissions/student-ambassadors/,HTTP Error 403: Forbidden
North Greenville University,https://nguathletics.com/,HTTP Error 404: Not Found
Nicholls State University,https://www.nichollsfoundation.org/,HTTP Error 403: Forbidden
North Greenville University,https://www.ngu.edu/events,HTTP Error 403: Forbidden
Oakland City University,https://www.oak.edu/admissions/international-students/,HTTP Error 403: Forbidden
Villanova University,https://www1.villanova.edu/university/diversity-inclusion.html,HTTP Error 403: Forbidden
Oakland City University,https://www.oak.edu/admissions/transfer-students/,HTTP Error 403: Forbidden
Nicholls State University,https://www.nicholls.edu/javascript:void(0),HTTP Error 403: Forbidden
Oakland City University,https://www.oak.edu/admissions/correspondence-students/,HTTP Error 403: Forbidden
Oakland City University,https://www.oak.edu/admissions/tuition-and-aid/,HTTP Error 403: Forbidden
Villanova University,https://www1.villanova.edu/university/fast-facts.html,HTTP Error 403: Forbidden
Atlanta Institute of Music and Media,https://aimm.edu/javascript:void(0);,HTTP Error 400: Bad Request
Nicholls State University,https://www.nicholls.edu,HTTP Error 403: Forbidden
Lake Tahoe Community College,https://ltcc.omniweb.cloud/admissions/index.php,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:997)
Oakland City University,https://www.oak.edu/admissions/admitted-students/,HTTP Error 403: Forbidden
Villanova University,https://www1.villanova.edu/#admissions,HTTP Error 403: Forbidden
Oakland City University,https://www.oak.edu/admissions/visit-campus/,HTTP Error 403: Forbidden
Lake Tahoe Community College,https://ltcc.omniweb.cloud/admissions/campustours.php,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:997)
Nicholls State University,https://www.nicholls.edu/about,HTTP Error 403: Forbidden
Nicholls State University,https://#,no host given
Nicholls State University,https://#,no host given
Salem University,https://portal.salemu.edu/,HTTP Error 403: Forbidden
Louisiana State University-Alexandria,http://catalog.lsua.edu/legal/privacy-policy,HTTP Error 404: Not Found
Santa Fe College,https://www.sfcollege.edu/javascript:void(0);,HTTP Error 404: Not Found
Oakland City University,https://www.oak.edu/admissions/apply-now/,HTTP Error 403: Forbidden
Atlanta Institute of Music and Media,https://aimm.edu/javascript:void(0);,HTTP Error 400: Bad Request
South Dakota School of Mines and Technology,https://www.sdsmt.edu/give/,HTTP Error 404: Not Found
Villanova University,https://www1.villanova.edu/university/undergraduate-admission.html,HTTP Error 403: Forbidden
Lake Tahoe Community College,https://ltcc.omniweb.cloud/campusresources/counseling.php,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:997)
Nicholls State University,https://www.nicholls.edu/donate,HTTP Error 403: Forbidden
Oakland City University,https://www.oak.edu/academics/,HTTP Error 403: Forbidden
Nebraska College of Technical Agriculture,https://nufoundation.org/fund/01039880/,HTTP Error 403: Forbidden
South Dakota School of Mines and Technology,https://www.sdsmt.edu/Degrees/,[Errno -2] Name or service not known
University of California-Merced,https://engage.ucmerced.edu/,HTTP Error 403: Forbidden
Oakland City University,https://www.oak.edu/academics/,HTTP Error 403: Forbidden
Northwest Nazarene University,https://nnu.edu/,HTTP Error 403: Forbidden
Saint Vincent College,https://www.stvincent.edu/../../../news/index.html,HTTP Error 400: Bad Request
Atlanta Institute of Music and Media,https://aimm.edu/tel:7702427717,HTTP Error 400: Bad Request
North Greenville University,https://www.ngu.edu/about/,HTTP Error 403: Forbidden
Lake Tahoe Community College,https://ltcc.omniweb.cloud/academics/metamajors/meta_science.php,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:997)
University of Central Oklahoma,https://uconnect.uco.edu,HTTP Error 403: Forbidden
Villanova University,https://www1.villanova.edu/university/graduate-adult-admission.html,HTTP Error 403: Forbidden
Miami University-Middletown,http://givetomiamioh.org/,HTTP Error 403: Forbidden
Nicholls State University,https://www.nicholls.edu/academics,HTTP Error 403: Forbidden
Oakland City University,https://www.oak.edu/academics/undergraduate-majors-and-minors/,HTTP Error 403: Forbidden
Northwest Nazarene University,https://nnu.edu/admissions-aid/,HTTP Error 403: Forbidden
North Greenville University,https://www.ngu.edu/info-for/,HTTP Error 403: Forbidden
Castleton University,https://www.castleton.edu/admissions/for-first-year-students/how-to-apply/,HTTP Error 403: Forbidden
Northwest Nazarene University,https://nnu.edu/admissions-aid/,HTTP Error 403: Forbidden
Oakland City University,https://www.oak.edu/academics/graduate-studies/,HTTP Error 403: Forbidden
North Greenville University,https://www.ngu.edu/tel:8649777000,HTTP Error 403: Forbidden
Saint Vincent College,https://www.stvincent.edu/../../../community-events/index.html,HTTP Error 400: Bad Request
Villanova University,https://www1.villanova.edu/university/law/admissions.html,HTTP Error 403: Forbidden
Northwest Nazarene University,https://nnu.edu/admissions-aid/request-more-information/,HTTP Error 403: Forbidden
Atlanta Institute of Music and Media,https://aimm.edu/mailto:admissions@aimm.edu,HTTP Error 400: Bad Request
Oakland City University,https://www.oak.edu/academics/seminary/,HTTP Error 403: Forbidden
Nicholls State University,https://www.nicholls.edu/degrees,HTTP Error 403: Forbidden
University of Central Oklahoma,https://jobs.uco.edu/,HTTP Error 403: Forbidden
Oakland City University,https://www.oak.edu/academics/registrar-services/,HTTP Error 403: Forbidden
Northwest Nazarene University,https://nnu.edu/admissions-aid/visit-our-campus/,HTTP Error 403: Forbidden
Villanova University,https://www1.villanova.edu/university/office-of-financial-assistance.html,HTTP Error 403: Forbidden
Nash Community College,https://ss-prod-cloud.nashcc.edu/#tab1-content,HTTP Error 403: Forbidden
Mott Community College,https://www.mcc.edu/admissions/guest-student.shtml,HTTP Error 403: Forbidden
Oakland City University,http://library.oak.edu,HTTP Error 403: Forbidden
Nicholls State University,https://www.nicholls.edu/online,HTTP Error 403: Forbidden
Southern Oregon University,https://sou.edu,HTTP Error 403: Forbidden
Northwest Nazarene University,https://nnu.edu/admissions-aid/undergraduate-admissions/,HTTP Error 403: Forbidden
Saint Vincent College,https://athletics.stvincent.edu/,HTTP Error 404: Not Found
University of Central Oklahoma,https://www.uco.edu/campus-maps/,HTTP Error 403: Forbidden
Jefferson Community College,https://idm.suny.edu/security/login/loginForm.do?campus=29490&tc=true&redirectUrl=https%3A%2F%2Fmylearning.suny.edu%2Fd2l%2Flp%2Fauth%2Fsaml%2Finitiate-login%3FentityId%3Dhttps%3A%2F%2Fidm.suny.edu%2Fshibboleth%2Fidp%2F%26target%3Dhttps%3A%2F%2Fmylearning.suny.edu%2Fd2l%2Fhome%2F219879,HTTP Error 403: Forbidden
Castleton University,https://connect.castleton.edu/register/?id=4af99dc4-d74d-44b2-b883-466d9b1b7c26,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:997)
Oakland City University,https://www.oak.edu/student-life/,HTTP Error 403: Forbidden
Mott Community College,https://www.mcc.edu/financial-aid/sources-of-financial-aid.shtml,HTTP Error 403: Forbidden
Southern Oregon University,https://sou.edu/prospective-students/,HTTP Error 403: Forbidden
Northwest Nazarene University,https://nnu.edu/admissions-aid/concurrent-credit/,HTTP Error 403: Forbidden
Villanova University,https://www1.villanova.edu/#academics,HTTP Error 403: Forbidden
Richard Bland College,http://housing.rbc.edu/login,[Errno 104] Connection reset by peer
Nash Community College,https://ss-prod-cloud.nashcc.edu/#tab2-content,HTTP Error 403: Forbidden
Lake Tahoe Community College,https://ltcc.omniweb.cloud/academics/academic_programs/cybersecurity.php,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:997)
Arizona State University Campus Immersion,https://webapp4.asu.edu/programs/t5/roadmaps/ASU00/ESCSEBS/null/ALL/2023,"HTTP Error 302: The HTTP server returned a redirect error that would lead to an infinite loop.
The last 30x error message was:
Found"
Mott Community College,https://www.mcc.edu/lifelong-learning/index.shtml,HTTP Error 403: Forbidden
Castleton University,https://vermontstate.edu,HTTP Error 403: Forbidden
Oakland City University,https://www.oak.edu/student-life/,HTTP Error 403: Forbidden
Eastern Oregon University,https://my.eou.edu/,'utf-8' codec can't decode byte 0x8b in position 1: invalid start byte
Southern Oregon University,https://sou.edu/current-students/,HTTP Error 403: Forbidden
SUNY Maritime College,http://maritimeathletics.com/,HTTP Error 404: Not Found
Saint Vincent College,https://www.stvincent.edu/../../../give-to-svc/index.html,HTTP Error 400: Bad Request
Northwest Nazarene University,https://nnu.edu/admissions-aid/graduate-admissions/,HTTP Error 403: Forbidden
Central Oregon Community College,https://catalog.cocc.edu/course-descriptions/cs/cs.pdf,'utf-8' codec can't decode byte 0xaa in position 10: invalid start byte
Mott Community College,https://www.mcc.edu/improve-my-job-skills.shtml,HTTP Error 403: Forbidden
Southern Oregon University,https://sou.edu/graduate-students/,HTTP Error 403: Forbidden
Oakland City University,https://www.oak.edu/student-life/housing/,HTTP Error 403: Forbidden
Villanova University,https://www1.villanova.edu/university/academic-enterprise.html,HTTP Error 403: Forbidden
Northwest Nazarene University,https://nnu.edu/admissions-aid/degree-completion/,HTTP Error 403: Forbidden
Oakland City University,https://www.oak.edu/student-life/dining/,HTTP Error 403: Forbidden
Southern Oregon University,https://sou.edu/academics/,HTTP Error 403: Forbidden
Mott Community College,https://www.mcc.edu/parents/index.shtml,HTTP Error 403: Forbidden
Nicholls State University,https://www.nicholls.edu/calendar/academic/,HTTP Error 403: Forbidden
Northwest Nazarene University,https://nnu.edu/admissions-aid/tuition-fees/,HTTP Error 403: Forbidden
Mott Community College,https://www.mcc.edu/train-hire-employees.shtml,HTTP Error 403: Forbidden
Saint Vincent College,https://www.stvincent.edu/../../../meet-saint-vincent/index.html,HTTP Error 400: Bad Request
Oakland City University,https://www.oak.edu/student-life/campus-recreation-centers/,HTTP Error 403: Forbidden
Southern Oregon University,https://sou.edu/financial-aid/,HTTP Error 403: Forbidden
South Dakota School of Mines and Technology,https://www.sdsmt.edu/Admissions/Apply/,HTTP Error 404: Not Found
Northwest Nazarene University,https://nnu.edu/admissions-aid/financial-aid/,HTTP Error 403: Forbidden
Villanova University,https://www1.villanova.edu/university/teacher-scholars.html,HTTP Error 403: Forbidden
North Greenville University,https://www.ngu.edu/events/,HTTP Error 403: Forbidden
Nicholls State University,https://www.nicholls.edu/catalog/,HTTP Error 403: Forbidden
Oakland City University,https://www.oak.edu/student-life/campus-safety/,HTTP Error 403: Forbidden
Mott Community College,https://www.mcc.edu/registration/register-for-classes.shtml,HTTP Error 403: Forbidden
Lone Star College System,https://www.lonestar.edu/#section3,'utf-8' codec can't decode byte 0x97 in position 70147: invalid start byte
Southern Oregon University,https://sou.edu/admissions/,HTTP Error 403: Forbidden
Northwest Nazarene University,https://nnu.edu/admissions-aid/apply-now/,HTTP Error 403: Forbidden
Lee University,https://www.leeuniversity.edu/,HTTP Error 403: Forbidden
University of Central Oklahoma,https://www.uco.edu,HTTP Error 403: Forbidden
Mott Community College,https://www.mcc.edu/registration/search-classes-sections.shtml,HTTP Error 403: Forbidden
Oakland City University,https://www.oak.edu/student-life/student-organizations-clubs/,HTTP Error 403: Forbidden
Saint Vincent College,https://www.stvincent.edu/../../index.html,HTTP Error 400: Bad Request
Nicholls State University,https://www.nicholls.edu/admissions,HTTP Error 403: Forbidden
Lee University,https://www.leeuniversity.edu/coronavirus/,HTTP Error 403: Forbidden
Northwest Nazarene University,https://nnu.edu/admissions-aid/life-after-nnu/,HTTP Error 403: Forbidden
FIDM-Fashion Institute of Design & Merchandising-San Francisco,https://fidm.edu/javascript:void(0),HTTP Error 404: Not Found
Villanova University,https://www1.villanova.edu/university/academic-enterprise.html#programs,HTTP Error 403: Forbidden
South Dakota School of Mines and Technology,"https://ecatalog.sdsmt.edu/javascript:__doPostBack('ctl00%24ctl00%24Header1%24LinkButton1','')",HTTP Error 403: Forbidden
Southern Oregon University,https://sou.edu/admissions/visit/,HTTP Error 403: Forbidden
Lee University,https://www.websitealive3.com/10873/operator/guest/gDefault_v2.asp?cframe=login&chattype=normal&groupid=10873&websiteid=0&departmentid=9833&sessionid_=&iniframe=&ppc_id=&autostart=&proactiveid=&req_router_type=&text2chat_info=&loginname=&loginnamelast=&loginemail=&loginphone=&infocapture_ids=&infocapture_values=&dl=http%3A%2F%2Fleeuniversity%2Eedu%2F%23&loginquestion=,HTTP Error 403: Forbidden
Mott Community College,https://www.mcc.edu/mcc_contact.shtml,HTTP Error 403: Forbidden
Northwest Nazarene University,https://nnu.edu/admissions-aid/visit-our-campus/,HTTP Error 403: Forbidden
Oakland City University,https://www.oak.edu/student-life/faith-life/,HTTP Error 403: Forbidden
University of Central Oklahoma,https://www.uco.edu/admissions-aid/index.php,HTTP Error 403: Forbidden
Southern Oregon University,https://sou.edu/admissions/discover/request-info/,HTTP Error 403: Forbidden
Mott Community College,https://www.mcc.edu/index.shtml,HTTP Error 403: Forbidden
Northwest Nazarene University,https://nnu.edu/admissions-aid/request-more-information/,HTTP Error 403: Forbidden
Lake Tahoe Community College,https://ltcc.omniweb.cloud/academics/academic_programs/cybersecurity.php,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:997)
Future Generations University,https://www.future.edu/javascript:void(0);,HTTP Error 404: Not Found
Nicholls State University,https://www.nicholls.edu/tour/,HTTP Error 403: Forbidden
Oakland City University,https://www.oak.edu/student-life/student-services/,HTTP Error 403: Forbidden
Saint Vincent College,https://www.stvincent.edu/../../../admission-aid/index.html,HTTP Error 400: Bad Request
Villanova University,https://www1.villanova.edu/university/institutes-centers.html,HTTP Error 403: Forbidden
South Dakota School of Mines and Technology,https://www.sdsmt.edu/Controls/#,HTTP Error 404: Not Found
Southern Oregon University,https://sou.edu/admissions/apply/how-to-apply/,HTTP Error 403: Forbidden
Touro University New York,https://apply.touro.edu/lasflatbush,HTTP Error 403: Forbidden
Mott Community College,https://www.mcc.edu/donate/,HTTP Error 403: Forbidden
Northwest Nazarene University,https://nnu.edu/admissions-aid/undergraduate-admissions/,HTTP Error 403: Forbidden
Southern Oregon University,https://sou.edu/#,HTTP Error 403: Forbidden
Mott Community College,https://www.mcc.edu/programs/index.shtml,HTTP Error 403: Forbidden
Oakland City University,https://gomightyoaks.com/,HTTP Error 404: Not Found
Ventura College,https://vcccd.instructure.com/,"HTTP Error 302: The HTTP server returned a redirect error that would lead to an infinite loop.
The last 30x error message was:
Found"
Northwest Nazarene University,https://nnu.edu/admissions-aid/concurrent-credit/,HTTP Error 403: Forbidden
Nicholls State University,https://www.nicholls.edu/admissions,HTTP Error 403: Forbidden
University of Central Oklahoma,https://www.uco.edu/academics.php,HTTP Error 403: Forbidden
South Dakota School of Mines and Technology,https://www.sdsmt.edu/give/,HTTP Error 404: Not Found
Saint Vincent College,https://www.stvincent.edu/../../../student-life/index.html,HTTP Error 400: Bad Request
Villanova University,https://www1.villanova.edu/university/academic-enterprise/honors.html,HTTP Error 403: Forbidden
Mott Community College,https://www.mcc.edu/campus-life/index.shtml,HTTP Error 403: Forbidden
Southern Oregon University,https://sou.edu/admissions/apply/,HTTP Error 403: Forbidden
Oakland City University,https://www.oak.edu/contact/,HTTP Error 403: Forbidden
Northwest Nazarene University,https://nnu.edu/admissions-aid/graduate-admissions/,HTTP Error 403: Forbidden
Mott Community College,https://www.mcc.edu/about/index.shtml,HTTP Error 403: Forbidden
Oakland City University,https://www.oak.edu/admissions/request-more-information/,HTTP Error 403: Forbidden
Northwest Nazarene University,https://nnu.edu/admissions-aid/degree-completion/,HTTP Error 403: Forbidden
University of Central Oklahoma,https://www.uco.edu/about.php,HTTP Error 403: Forbidden
Nicholls State University,https://www.nicholls.edu/admissions,HTTP Error 403: Forbidden
South Dakota School of Mines and Technology,https://www.sdsmt.edu/Degrees/,[Errno -2] Name or service not known
Mott Community College,https://www.mcc.edu/services/index.shtml,HTTP Error 403: Forbidden
Villanova University,https://www1.villanova.edu/villanova/provost/abroad.html,HTTP Error 403: Forbidden
North Greenville University,https://www.ngu.edu/about/,HTTP Error 403: Forbidden
Southern Oregon University,https://sou.edu/academics/computer-science/,HTTP Error 403: Forbidden
Oakland City University,https://www.oak.edu/admissions/visit-campus/,HTTP Error 403: Forbidden
Saint Vincent College,https://www.stvincent.edu/../../../successful-careers/index.html,HTTP Error 400: Bad Request
Mott Community College,https://www.mcc.edu/community/index.shtml,HTTP Error 403: Forbidden
Northwest Nazarene University,https://nnu.edu/admissions-aid/tuition-fees/,HTTP Error 403: Forbidden
North Greenville University,https://www.ngu.edu/info-for/,HTTP Error 403: Forbidden
Oakland City University,https://www.oak.edu/admissions/apply-now/,HTTP Error 403: Forbidden
Southern Oregon University,https://sou.edu/academics/computer-science/programs/,HTTP Error 403: Forbidden
Nicholls State University,https://www.nicholls.edu/student-life,HTTP Error 403: Forbidden
University of Evansville,https://www.evansville.edu/give/,HTTP Error 403: Forbidden
North Greenville University,https://www.ngu.edu/info-for/current-ngu-students/,HTTP Error 403: Forbidden
Northwest Nazarene University,https://nnu.edu/admissions-aid/financial-aid/,HTTP Error 403: Forbidden
Villanova University,https://www1.villanova.edu/university/programs.html,HTTP Error 403: Forbidden
University of Central Oklahoma,https://www.uco.edu/student-life/index.php,HTTP Error 403: Forbidden
Oakland City University,https://www.oak.edu/calendar/,HTTP Error 403: Forbidden
Southern Oregon University,https://sou.edu/academics/computer-science/computer-science-stories/,HTTP Error 403: Forbidden
Saint Vincent College,https://www.stvincent.edu/../../../admission-aid/accepted-students/index.html,HTTP Error 400: Bad Request
Aiken Technical College,"https://www.atc.edu/javascript:__doPostBack('dnn$dnnSearch$cmdSearch','')",HTTP Error 400: Bad Request
Lee University,https://www.leeuniversity.edu/alumni/,HTTP Error 403: Forbidden
North Greenville University,https://www.ngu.edu/info-for/parents-families/,HTTP Error 403: Forbidden
Northwest Nazarene University,https://nnu.edu/admissions-aid/apply-now/,HTTP Error 403: Forbidden
Oakland City University,https://www.oak.edu/alumni-friends/,HTTP Error 403: Forbidden
Suffolk County Community College,https://www.sunysuffolkathletics.com,HTTP Error 403: Forbidden
Southern Oregon University,https://sou.edu/academics/computer-science/about/,HTTP Error 403: Forbidden
Nicholls State University,https://www.nicholls.edu/student-life,HTTP Error 403: Forbidden
University of Central Oklahoma,https://bronchosports.com/,HTTP Error 404: Not Found
Oakland City University,https://www.oak.edu/news-events/,HTTP Error 403: Forbidden
Villanova University,https://www1.villanova.edu/villanova/provost/calendar.html,HTTP Error 403: Forbidden
Lee University,https://www.leeuniversity.edu/directory/,HTTP Error 403: Forbidden
SUNY Maritime College,https://outlook.office365.com/mail/,HTTP Error 417: 
North Greenville University,https://www.ngu.edu/info-for/faculty/,HTTP Error 403: Forbidden
Southern Oregon University,https://sou.edu/academics/computer-science/faculty/,HTTP Error 403: Forbidden
Oakland City University,https://www.oak.edu/directory/,HTTP Error 403: Forbidden
Saint Vincent College,https://www.stvincent.edu/../../../information-for/parents-and-families.html,HTTP Error 400: Bad Request
