name,link,error
River Parishes Community College,https://www.rpcc.edu/#main,HTTP Error 403: Forbidden
River Parishes Community College,https://www.rpcc.edu/,HTTP Error 403: Forbidden
River Parishes Community College,https://www.rpcc.edu/#,HTTP Error 403: Forbidden
River Parishes Community College,https://www.rpcc.edu/about-us,HTTP Error 403: Forbidden
River Parishes Community College,https://www.rpcc.edu/campuses/index,HTTP Error 403: Forbidden
River Parishes Community College,https://www.rpcc.edu/about-us/departments-offices,HTTP Error 403: Forbidden
River Parishes Community College,https://www.rpcc.edu/about-us/people,HTTP Error 403: Forbidden
River Parishes Community College,https://www.rpcc.edu/about-us/institutional-research-and-effectiveness/index,HTTP Error 403: Forbidden
River Parishes Community College,https://www.rpcc.edu/about-us/policies-procedures/index,HTTP Error 403: Forbidden
Princeton University,https://www.princeton.edu,HTTP Error 403: Forbidden
River Parishes Community College,https://www.rpcc.edu/about-us/rpcc-foundation,HTTP Error 403: Forbidden
Lower Columbia College,https://services4.lowercolumbia.edu/employees/,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1129)
River Parishes Community College,https://www.rpcc.edu/#,HTTP Error 403: Forbidden
Bryant & Stratton College-Albany,https://www.bryantstratton.edu/student-experience/athletics/,HTTP Error 403: Forbidden
River Parishes Community College,https://www.rpcc.edu/programs,HTTP Error 403: Forbidden
Great Basin College,https://www.gbcnv.edu/javascript:void(0),HTTP Error 404: Not Found
Washington & Jefferson College,https://accessibe.com/blog/knowledgebase/screen-reader-guide,HTTP Error 403: Forbidden
Bryant & Stratton College-Albany,https://www.bryantstratton.edu/newsroom/,HTTP Error 403: Forbidden
River Parishes Community College,https://www.rpcc.edu/academics/academic-programs,HTTP Error 403: Forbidden
Alderson Broaddus University,https://free-apply.com/en,HTTP Error 403: Forbidden
Bryant & Stratton College-Albany,https://www.bryantstratton.edu/schedule-a-visit/,HTTP Error 403: Forbidden
Washington & Jefferson College,https://www.cookiebot.com/en/what-is-behind-powered-by-cookiebot/,HTTP Error 403: Forbidden
River Parishes Community College,https://www.rpcc.edu/workforce-training/workforce-and-career-training,HTTP Error 403: Forbidden
Bryant & Stratton College-Albany,https://www.bryantstratton.edu/continuing-education/,HTTP Error 403: Forbidden
Washington & Jefferson College,https://www.washjeff.edu/#,HTTP Error 403: Forbidden
River Parishes Community College,https://www.rpcc.edu/adult-education/index,HTTP Error 403: Forbidden
University of Michigan-Dearborn,https://umdearborn.edu/#main,HTTP Error 403: Forbidden
Bryant & Stratton College-Albany,https://www.bryantstratton.edu/tel:1.866.948.0571,HTTP Error 403: Forbidden
Washington & Jefferson College,https://www.washjeff.edu/#,HTTP Error 403: Forbidden
University of Michigan-Dearborn,https://umdearborn.edu/mailto:umd-servicedesk@umich.edu,HTTP Error 403: Forbidden
River Parishes Community College,https://www.rpcc.edu/#,HTTP Error 403: Forbidden
Bryant & Stratton College-Albany,https://www.bryantstratton.edu/#,HTTP Error 403: Forbidden
Washington & Jefferson College,https://www.washjeff.edu/#,HTTP Error 403: Forbidden
University of Michigan-Dearborn,https://umdearborn.edu/cecs,HTTP Error 403: Forbidden
River Parishes Community College,https://www.rpcc.edu/academics/academic-calendars,HTTP Error 403: Forbidden
Alderson Broaddus University,https://free-apply.com/en/auth/student/login,HTTP Error 403: Forbidden
Bryant & Stratton College-Albany,https://www.bryantstratton.edu/#,HTTP Error 403: Forbidden
Cabrini University,https://banner.cabrini.edu/twbkwbis.P_Logout,HTTP Error 404: 
Washington & Jefferson College,https://www.washjeff.edu/#,HTTP Error 403: Forbidden
University of Michigan-Dearborn,https://umdearborn.edu/cecs/undergraduate-programs,HTTP Error 403: Forbidden
North Idaho College,https://www.nic.edu/mailto:accessibility@nic.edu,HTTP Error 404: Not Found
River Parishes Community College,https://www.rpcc.edu/student-services/success-coaches,HTTP Error 403: Forbidden
Lindenwood University,https://lindenwood.smartcatalogiq.com/javascript:window.print(),HTTP Error 404: Not Found
New College of Florida,https://www.ncf.edu/,HTTP Error 403: Forbidden
Bryant & Stratton College-Albany,https://www.bryantstratton.edu/javascript:void(0);,HTTP Error 403: Forbidden
Johnson & Wales University-Providence,https://www.jwu.edu/../../index.html,HTTP Error 403: Forbidden
Washington & Jefferson College,https://www.washjeff.edu/#,HTTP Error 403: Forbidden
DePaul University,https://www.cdm.depaul.edu/#ctl00_PageBody,HTTP Error 418: 
University of Michigan-Dearborn,https://umdearborn.edu/cecs/undergraduate-programs/majors-and-minors,HTTP Error 403: Forbidden
Edward Waters University,https://www.ew.edu/#content,HTTP Error 403: Forbidden
River Parishes Community College,https://www.rpcc.edu/academics/catalogs/,HTTP Error 403: Forbidden
Bryant & Stratton College-Albany,https://www.bryantstratton.edu,HTTP Error 403: Forbidden
Washington & Jefferson College,https://www.washjeff.edu/#,HTTP Error 403: Forbidden
Community College of Vermont,https://ccv.edu/covid-19/,HTTP Error 403: Forbidden
Mission College,https://missioncollege.edu/#main,HTTP Error 403: Forbidden
Edward Waters University,https://www.ew.edu/javascript:void(0);,HTTP Error 403: Forbidden
Oglethorpe University,https://oglethorpe.edu/,HTTP Error 403: Forbidden
University of Michigan-Dearborn,https://umdearborn.edu/cecs/undergraduate-programs/engineering-learning-center,HTTP Error 403: Forbidden
DePaul University,https://www.cdm.depaul.edu/about/Pages/alert.aspx,HTTP Error 418: 
River Parishes Community College,https://www.rpcc.edu/student-services/course-scheduling,HTTP Error 403: Forbidden
Alderson Broaddus University,https://free-apply.com/en/auth/student/register,HTTP Error 403: Forbidden
Washington & Jefferson College,https://www.cookiebot.com/goto/privacy-policy/,HTTP Error 403: Forbidden
Wilmington College,https://wilmingtonquakers.com,HTTP Error 404: Not Found
Bryant & Stratton College-Albany,https://www.bryantstratton.edu/degrees/,HTTP Error 403: Forbidden
University of Maryland Global Campus,https://apply.umgc.edu,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1129)
Mission College,https://missioncollege.edu,HTTP Error 403: Forbidden
Edward Waters University,https://www.ew.edu/#,HTTP Error 403: Forbidden
Oglethorpe University,https://oglethorpe.edu/academics/,HTTP Error 403: Forbidden
River Parishes Community College,https://www.rpcc.edu/financial-aid/index,HTTP Error 403: Forbidden
University of Michigan-Dearborn,https://umdearborn.edu/cecs/undergraduate-programs/admission-transfer-information,HTTP Error 403: Forbidden
Washington & Jefferson College,https://www.washjeff.edu/#,HTTP Error 403: Forbidden
Bryant & Stratton College-Albany,https://www.bryantstratton.edu/#,HTTP Error 403: Forbidden
Bowling Green State University-Main Campus,https://www.bgsu.edu/javascript:void(0),HTTP Error 404: Not Found
Mission College,https://missioncollege.edu/a-z.html,HTTP Error 403: Forbidden
Edward Waters University,https://www.ew.edu/#,HTTP Error 403: Forbidden
River Parishes Community College,https://www.rpcc.edu/admissions/test-assessments,HTTP Error 403: Forbidden
Bryant & Stratton College-Albany,https://www.bryantstratton.edu/degrees/,HTTP Error 403: Forbidden
Oglethorpe University,https://oglethorpe.edu/experience/,HTTP Error 403: Forbidden
University of Michigan-Dearborn,https://umdearborn.edu/cecs/undergraduate-programs/undergraduate-advising,HTTP Error 403: Forbidden
Washington & Jefferson College,https://www.digioh.com/privacy-policy,HTTP Error 403: Forbidden
Mission College,https://missioncollege.edu/campus-life/starfish.html,HTTP Error 403: Forbidden
Edward Waters University,https://www.ew.edu/#,HTTP Error 403: Forbidden
River Parishes Community College,https://www.rpcc.edu/student-services/student-forms,HTTP Error 403: Forbidden
Bryant & Stratton College-Albany,https://www.bryantstratton.edu/request-info/,HTTP Error 403: Forbidden
Bluffton University,https://www.findlayblufftonfuture.com/,HTTP Error 403: Forbidden
University of Michigan-Dearborn,https://umdearborn.edu/cecs/undergraduate-programs/co-op-education,HTTP Error 403: Forbidden
Washington & Jefferson College,https://www.washjeff.edu/#,HTTP Error 403: Forbidden
Oglethorpe University,https://oglethorpe.edu/athletics/,HTTP Error 403: Forbidden
Edward Waters University,https://www.ew.edu/#,HTTP Error 403: Forbidden
River Parishes Community College,https://www.rpcc.edu/academics/bookstore,HTTP Error 403: Forbidden
Bryant & Stratton College-Albany,https://www.bryantstratton.edu/degrees/associate-degrees/,HTTP Error 403: Forbidden
Alderson Broaddus University,https://free-apply.com/en,HTTP Error 403: Forbidden
Oglethorpe University,https://oglethorpe.edu/life/,HTTP Error 403: Forbidden
Mission College,https://web.wvm.edu/#/canvas,HTTP Error 403: Forbidden
University of Michigan-Dearborn,https://umdearborn.edu/cecs/undergraduate-programs/scholarships,HTTP Error 403: Forbidden
Claremont Graduate University,https://www.cgu.edu/,"[Errno 8] nodename nor servname provided, or not known"
Edward Waters University,https://www.ew.edu/#,HTTP Error 403: Forbidden
Community College of Vermont,https://ccv.edu/,HTTP Error 403: Forbidden
University of Michigan-Dearborn,https://umdearborn.edu/cecs/undergraduate-programs/study-abroad,HTTP Error 403: Forbidden
Bryant & Stratton College-Albany,https://www.bryantstratton.edu/degrees/bachelor-degrees/,HTTP Error 403: Forbidden
River Parishes Community College,https://www.rpcc.edu/finance-and-administration/bursars-office,HTTP Error 403: Forbidden
Mission College,https://missioncollege.edu/catalog/,HTTP Error 403: Forbidden
Oglethorpe University,https://oglethorpe.edu/undergraduate-admission/,HTTP Error 403: Forbidden
University of Massachusetts-Lowell,https://www.uml.edu/alumni/,HTTP Error 403: Forbidden
Edward Waters University,https://www.ew.edu/#,HTTP Error 403: Forbidden
Bryant & Stratton College-Albany,https://www.bryantstratton.edu/degrees/diplomas/,HTTP Error 403: Forbidden
Mission College,https://missioncollege.edu/class_schedule/index.html,HTTP Error 403: Forbidden
University of Michigan-Dearborn,https://umdearborn.edu/cecs/undergraduate-programs/international-programs,HTTP Error 403: Forbidden
Washington & Jefferson College,https://www.washjeff.edu/#,HTTP Error 403: Forbidden
River Parishes Community College,https://www.rpcc.edu/#,HTTP Error 403: Forbidden
Oglethorpe University,https://oglethorpe.edu/about/,HTTP Error 403: Forbidden
Edward Waters University,https://www.ew.edu/#,HTTP Error 403: Forbidden
University of Michigan-Dearborn,https://umdearborn.edu/cecs/undergraduate-programs/experiential-honors-program,HTTP Error 403: Forbidden
Mission College,https://missioncollege.edu/gen_info/contact.html,HTTP Error 403: Forbidden
Bryant & Stratton College-Albany,https://www.bryantstratton.edu/continuing-education/,HTTP Error 403: Forbidden
Lynn University,https://www.lynn.edu/#page-maincontent,HTTP Error 403: Forbidden
Edward Waters University,https://www.ew.edu/#,HTTP Error 403: Forbidden
Central Wyoming College,https://www.cwc.edu/#content,HTTP Error 403: Forbidden
River Parishes Community College,https://www.rpcc.edu/admissions/index,HTTP Error 403: Forbidden
University of Michigan-Dearborn,https://umdearborn.edu/cecs/undergraduate-programs/grand-challenge-scholars-program,HTTP Error 403: Forbidden
Washington & Jefferson College,https://www.podbean.com/privacy,HTTP Error 403: Forbidden
Oglethorpe University,https://support.oglethorpe.edu/give/,HTTP Error 403: Forbidden
Mission College,https://missioncollege.edu/lib/index.html,HTTP Error 403: Forbidden
Bryant & Stratton College-Albany,https://www.bryantstratton.edu/degrees/business/,HTTP Error 403: Forbidden
Claremont Graduate University,https://my.cgu.edu/#,HTTP Error 403: Forbidden
Lynn University,https://www.lynn.edu/,HTTP Error 403: Forbidden
Linfield University-McMinnville Campus,https://catalog.linfield.edu/azindex/,HTTP Error 404: Not Found
Edward Waters University,https://www.ew.edu/#,HTTP Error 403: Forbidden
Central Wyoming College,https://www.cwc.edu/#,HTTP Error 403: Forbidden
River Parishes Community College,https://www.rpcc.edu/admissions/apply-online,HTTP Error 403: Forbidden
Alderson Broaddus University,https://free-apply.com/en/articles/country/6252001,HTTP Error 403: Forbidden
Washington & Jefferson College,https://www.washjeff.edu/#,HTTP Error 403: Forbidden
University of Michigan-Dearborn,https://umdearborn.edu/cecs/graduate-programs,HTTP Error 403: Forbidden
Oglethorpe University,https://oglethorpe.edu/academics/,HTTP Error 403: Forbidden
Mission College,https://web.wvm.edu/#/,HTTP Error 403: Forbidden
Lynn University,https://www.lynn.edu/,HTTP Error 403: Forbidden
Bryant & Stratton College-Albany,https://www.bryantstratton.edu/degrees/education/,HTTP Error 403: Forbidden
New College of Florida,https://ncf.edu/why-new/,HTTP Error 403: Forbidden
Claremont Graduate University,https://my.cgu.edu/#header-search-form,HTTP Error 403: Forbidden
Syracuse University,"https://www.facebook.com/sharer/sharer.php?u=http%3A%2F%2Fcoursecatalog.syr.edu%2Fpreview_program.php%3Fcatoid%3D38%26poid%3D19219&t=I just discovered 'Computer Science, BS' at Syracuse University","URL can't contain control characters. ""/sharer/sharer.php?u=http%3A%2F%2Fcoursecatalog.syr.edu%2Fpreview_program.php%3Fcatoid%3D38%26poid%3D19219&t=I just discovered 'Computer Science, BS' at Syracuse University"" (found at least ' ')"
