name,link,error
Colorado State University-Fort Collins,https://www.colostate.edu,HTTP Error 403: Forbidden
Colorado State University-Fort Collins,https://www.cs.colostate.edu/BMAC/,'charmap' codec can't encode character '\u0301' in position 19345: character maps to <undefined>
Colorado State University-Fort Collins,https://compsci.colostate.edu/building-directory/,HTTP Error 403: Forbidden
Cornell University,https://www.cs.cornell.edu/information/awards-by-recipient,'charmap' codec can't encode character '\u200b' in position 239397: character maps to <undefined>
Cornell University,https://www.cs.cornell.edu/information/awards-by-category,'charmap' codec can't encode character '\u200b' in position 97298: character maps to <undefined>
Cornell University,https://ecommons.cornell.edu/bitstream/handle/1813/44201/CS_Oral_History_Directory_v10Jun16.pdf?sequence=2&isAllowed=y,'charmap' codec can't encode character '\u010c' in position 65866: character maps to <undefined>
Cornell University,https://cornell.box.com/s/ondnqm77d73qhqv7zj6us9prucq0ueli,'charmap' codec can't encode characters in position 10276-10282: character maps to <undefined>
Colorado State University-Fort Collins,https://admissions.colostate.edu/,'charmap' codec can't encode characters in position 57882-57883: character maps to <undefined>
Colorado State University-Fort Collins,https://amplify.colostate.edu/,'charmap' codec can't encode characters in position 85679-85682: character maps to <undefined>
Cornell University,https://www.hr.cornell.edu/jobs/positions.html,HTTP Error 404: Not Found
Colorado State University-Fort Collins,https://graduateschool.colostate.edu/commencement/,HTTP Error 403: Forbidden
Colorado State University-Fort Collins,https://compsci.colostate.edu/building-directory/,HTTP Error 403: Forbidden
Cornell University,https://www.bigredhacks.com/,HTTP Error 403: Forbidden
Cornell University,https://diversity.cis.cornell.edu/programs/csmore/,'charmap' codec can't encode character '\u0331' in position 65554: character maps to <undefined>
Cornell University,https://www.cs.cornell.edu/juniortheorists/,'charmap' codec can't encode character '\ufb00' in position 8303: character maps to <undefined>
Cornell University,https://www.cs.cornell.edu/people/chair,'charmap' codec can't encode character '\u25b8' in position 32051: character maps to <undefined>
Colorado State University-Fort Collins,https://www.cs.colostate.edu/BMAC/,'charmap' codec can't encode character '\u0301' in position 19345: character maps to <undefined>
Colorado State University-Fort Collins,https://compsci.colostate.edu/building-directory/,HTTP Error 403: Forbidden
Cornell University,https://www.cs.cornell.edu/courseinfo/enrollment,'charmap' codec can't encode character '\u200b' in position 37353: character maps to <undefined>
Colorado State University-Fort Collins,https://admissions.colostate.edu/,'charmap' codec can't encode characters in position 57882-57883: character maps to <undefined>
Colorado State University-Fort Collins,https://amplify.colostate.edu/,'charmap' codec can't encode characters in position 85679-85682: character maps to <undefined>
Colorado State University-Fort Collins,https://graduateschool.colostate.edu/commencement/,HTTP Error 403: Forbidden
Colorado State University-Fort Collins,https://compsci.colostate.edu/building-directory/,HTTP Error 403: Forbidden
Cornell University,https://www.cs.cornell.edu/research/theory,'charmap' codec can't encode character '\u200b' in position 36208: character maps to <undefined>
Colorado State University-Fort Collins,https://compsci.colostate.edu/wp-content/uploads/sites/17/2024/04/cs-prereq-flowchart-nov2023.pdf,'utf-8' codec can't decode byte 0xe2 in position 10: invalid continuation byte
Colorado State University-Fort Collins,https://compsci.colostate.edu/wp-content/uploads/sites/17/2024/04/cs-prereq-flowchart-nov2023.pdf,'utf-8' codec can't decode byte 0xe2 in position 10: invalid continuation byte
Colorado State University-Fort Collins,https://compsci.colostate.edu//compare-courses/,'charmap' codec can't encode character '\u202f' in position 72867: character maps to <undefined>
Colorado State University-Fort Collins,https://compsci.colostate.edu//compare-courses/,'charmap' codec can't encode character '\u202f' in position 72867: character maps to <undefined>
Cornell University,https://www.cs.cornell.edu/undergrad/csmajor/becoming-cs-major,'charmap' codec can't encode character '\u200b' in position 32958: character maps to <undefined>
Colorado State University-Fort Collins,https://www.cs.colostate.edu/~cs152/#/,'charmap' codec can't encode character '\u2033' in position 153: character maps to <undefined>
Cornell University,https://www.cs.cornell.edu/undergrad/rulesandproceduresarts/artschecklist,'charmap' codec can't encode character '\u200b' in position 34556: character maps to <undefined>
Colorado State University-Fort Collins,https://www.cs.colostate.edu/~cs165/,'charmap' codec can't encode character '\u2033' in position 105: character maps to <undefined>
Colorado State University-Fort Collins,https://www.cs.colostate.edu/~cs214,'charmap' codec can't encode character '\u2033' in position 105: character maps to <undefined>
Colorado State University-Fort Collins,https://www.cs.colostate.edu/~cs310h/#/,'charmap' codec can't encode character '\u2033' in position 186: character maps to <undefined>
Colorado State University-Fort Collins,https://www.cs.colostate.edu/~cs314/,'charmap' codec can't encode character '\u2033' in position 121: character maps to <undefined>
Colorado State University-Fort Collins,https://www.cs.colostate.edu/~cs414/,'charmap' codec can't encode character '\u2033' in position 123: character maps to <undefined>
Colorado State University-Fort Collins,https://www.cs.colostate.edu/~cs415,'charmap' codec can't encode character '\u2033' in position 106: character maps to <undefined>
Cornell University,https://www.cs.cornell.edu/masters/apply/earlyadmission,'charmap' codec can't encode character '\u200b' in position 31321: character maps to <undefined>
Cornell University,https://www.cs.cornell.edu/masters/apply/application,'charmap' codec can't encode character '\u200b' in position 34038: character maps to <undefined>
Cornell University,https://www.cs.cornell.edu/masters/academics/preapprovedcourses,'charmap' codec can't encode character '\u200b' in position 41828: character maps to <undefined>
Colorado State University-Fort Collins,https://www.cs.colostate.edu/~cs535/,HTTP Error 403: Forbidden
Colorado State University-Fort Collins,https://cs.colostate.edu/~cs542/,'charmap' codec can't encode character '\u2033' in position 121: character maps to <undefined>
Cornell University,https://www.cs.cornell.edu/masters/current/courseenrollment,'charmap' codec can't encode character '\u200b' in position 32614: character maps to <undefined>
Colorado State University-Fort Collins,https://www.cs.colostate.edu/BMAC/,'charmap' codec can't encode character '\u0301' in position 19345: character maps to <undefined>
Colorado State University-Fort Collins,https://www.cs.colostate.edu/~cs253/,'charmap' codec can't encode character '\u2012' in position 18230: character maps to <undefined>
Colorado State University-Fort Collins,https://www.cs.colostate.edu/~cs270/,'charmap' codec can't encode character '\u2630' in position 2313: character maps to <undefined>
Cornell University,https://www.cs.cornell.edu/sites/default/files/shared/graduate_ta_handbook.pdf,'utf-8' codec can't decode byte 0xd3 in position 10: invalid continuation byte
Colorado State University-Fort Collins,https://goo.gl/maps/VjuTjLoaXdVacEL39,'charmap' codec can't encode characters in position 1256-1260: character maps to <undefined>
Cornell University,https://www.cs.cornell.edu/sites/default/files/shared/ms_checklist.pdf,'utf-8' codec can't decode byte 0xe2 in position 10: invalid continuation byte
Colorado State University-Fort Collins,https://compsci.colostate.edu/tel:+19704916512,HTTP Error 404: Not Found
Colorado State University-Fort Collins,https://compsci.colostate.edu/tel:+19704912466,HTTP Error 404: Not Found
Colorado State University-Fort Collins,https://compsci.colostate.edu/mailto:compsci_info@colostate.edu,HTTP Error 404: Not Found
Colorado State University-Fort Collins,https://www.youtube.com/channel/UCVLw7iPx53hlerUv_7hBEoA,'charmap' codec can't encode character '\u2190' in position 528521: character maps to <undefined>
Colorado State University-Fort Collins,https://www.biology.colostate.edu/,'charmap' codec can't encode characters in position 115672-115673: character maps to <undefined>
Colorado State University-Fort Collins,https://www.chem.colostate.edu/,'charmap' codec can't encode character '\u202f' in position 123336: character maps to <undefined>
Cornell University,https://gradschool.cornell.edu/admissions/admitted-students/living-in-ithaca/housing/,'charmap' codec can't encode character '\u0331' in position 150070: character maps to <undefined>
Colorado State University-Fort Collins,https://advancing.colostate.edu/CNS/GIVE,HTTP Error 403: Forbidden
Colorado State University-Fort Collins,https://admissions.colostate.edu,'charmap' codec can't encode characters in position 57882-57883: character maps to <undefined>
Colorado State University-Fort Collins,https://www.colostate.edu/info-contact.aspx,HTTP Error 403: Forbidden
Colorado State University-Fort Collins,https://www.colostate.edu/info-disclaimer.aspx,HTTP Error 403: Forbidden
Cornell University,https://www.cs.cornell.edu/projects/phdvisit/,HTTP Error 401: Unauthorized
Colorado State University-Fort Collins,https://www.colostate.edu/info-equalop.aspx,HTTP Error 403: Forbidden
Colorado State University-Fort Collins,https://www.colostate.edu/info-privacy.aspx,HTTP Error 403: Forbidden
Colorado State University-Fort Collins,https://www.colostate.edu/,HTTP Error 403: Forbidden
Cornell University,https://www.cs.cornell.edu/phd/current-students/fellowship-opportunities,'charmap' codec can't encode character '\u200b' in position 36141: character maps to <undefined>
Cornell University,https://www.cs.cornell.edu/sites/default/files/shared/field_of_computer_science_handbook.pdf,'utf-8' codec can't decode byte 0xb5 in position 11: invalid start byte
Cornell University,https://www.cs.cornell.edu/sites/default/files/shared/graduate_ta_handbook.pdf,'utf-8' codec can't decode byte 0xd3 in position 10: invalid continuation byte
Cornell University,https://www.cs.cornell.edu/sites/default/files/shared/a_exam_summary_form.pdf,'utf-8' codec can't decode byte 0xe2 in position 10: invalid continuation byte
Cornell University,https://www.gradschool.cornell.edu/forms,'charmap' codec can't encode character '\u0331' in position 94944: character maps to <undefined>
Cornell University,https://acrobat.adobe.com/link/review?uri=urn:aaid:scds:US:4f22ea20-b229-3025-96de-9f7412258884,'charmap' codec can't encode characters in position 96658-96663: character maps to <undefined>
Cornell University,https://www.cs.cornell.edu/sites/default/files/shared/phd/travel_reimbursement_guide_for_students.pdf,'utf-8' codec can't decode byte 0xe2 in position 10: invalid continuation byte
Cornell University,https://www.cs.cornell.edu/information/awards-by-recipient,'charmap' codec can't encode character '\u200b' in position 239397: character maps to <undefined>
Cornell University,https://www.cs.cornell.edu/information/awards-by-category,'charmap' codec can't encode character '\u200b' in position 97298: character maps to <undefined>
Cornell University,https://ecommons.cornell.edu/bitstream/handle/1813/44201/CS_Oral_History_Directory_v10Jun16.pdf?sequence=2&isAllowed=y,'charmap' codec can't encode character '\u010c' in position 65866: character maps to <undefined>
Cornell University,https://cornell.box.com/s/ondnqm77d73qhqv7zj6us9prucq0ueli,'charmap' codec can't encode characters in position 10276-10282: character maps to <undefined>
Cornell University,https://www.hr.cornell.edu/jobs/positions.html,HTTP Error 404: Not Found
Cornell University,https://www.bigredhacks.com/,HTTP Error 403: Forbidden
Cornell University,https://diversity.cis.cornell.edu/programs/csmore/,'charmap' codec can't encode character '\u0331' in position 65554: character maps to <undefined>
Cornell University,https://www.cs.cornell.edu/juniortheorists/,'charmap' codec can't encode character '\ufb00' in position 8303: character maps to <undefined>
Cornell University,https://www.cs.cornell.edu/people/chair,'charmap' codec can't encode character '\u25b8' in position 32051: character maps to <undefined>
Cornell University,https://www.cs.cornell.edu/courseinfo/enrollment,'charmap' codec can't encode character '\u200b' in position 37353: character maps to <undefined>
Cornell University,https://www.cs.cornell.edu/research/theory,'charmap' codec can't encode character '\u200b' in position 36208: character maps to <undefined>
Cornell University,https://www.cs.cornell.edu/undergrad/csmajor/becoming-cs-major,'charmap' codec can't encode character '\u200b' in position 32958: character maps to <undefined>
Cornell University,https://www.cs.cornell.edu/undergrad/rulesandproceduresarts/artschecklist,'charmap' codec can't encode character '\u200b' in position 34556: character maps to <undefined>
Cornell University,https://www.cs.cornell.edu/masters/apply/earlyadmission,'charmap' codec can't encode character '\u200b' in position 31321: character maps to <undefined>
Cornell University,https://www.cs.cornell.edu/masters/apply/application,'charmap' codec can't encode character '\u200b' in position 34038: character maps to <undefined>
Cornell University,https://www.cs.cornell.edu/masters/academics/preapprovedcourses,'charmap' codec can't encode character '\u200b' in position 41828: character maps to <undefined>
Cornell University,https://www.cs.cornell.edu/masters/current/courseenrollment,'charmap' codec can't encode character '\u200b' in position 32614: character maps to <undefined>
Cornell University,https://www.cs.cornell.edu/sites/default/files/shared/graduate_ta_handbook.pdf,'utf-8' codec can't decode byte 0xd3 in position 10: invalid continuation byte
Cornell University,https://www.cs.cornell.edu/sites/default/files/shared/ms_checklist.pdf,'utf-8' codec can't decode byte 0xe2 in position 10: invalid continuation byte
Cornell University,https://gradschool.cornell.edu/admissions/admitted-students/living-in-ithaca/housing/,'charmap' codec can't encode character '\u0331' in position 150070: character maps to <undefined>
Cornell University,https://www.cs.cornell.edu/projects/phdvisit/,HTTP Error 401: Unauthorized
Cornell University,https://www.cs.cornell.edu/phd/current-students/fellowship-opportunities,'charmap' codec can't encode character '\u200b' in position 36141: character maps to <undefined>
Cornell University,https://www.cs.cornell.edu/sites/default/files/shared/field_of_computer_science_handbook.pdf,'utf-8' codec can't decode byte 0xb5 in position 11: invalid start byte
Cornell University,https://www.cs.cornell.edu/sites/default/files/shared/graduate_ta_handbook.pdf,'utf-8' codec can't decode byte 0xd3 in position 10: invalid continuation byte
Cornell University,https://www.cs.cornell.edu/sites/default/files/shared/a_exam_summary_form.pdf,'utf-8' codec can't decode byte 0xe2 in position 10: invalid continuation byte
Cornell University,https://www.gradschool.cornell.edu/forms,'charmap' codec can't encode character '\u0331' in position 94939: character maps to <undefined>
Cornell University,https://acrobat.adobe.com/link/review?uri=urn:aaid:scds:US:4f22ea20-b229-3025-96de-9f7412258884,'charmap' codec can't encode characters in position 96658-96663: character maps to <undefined>
Cornell University,https://www.cs.cornell.edu/sites/default/files/shared/phd/travel_reimbursement_guide_for_students.pdf,'utf-8' codec can't decode byte 0xe2 in position 10: invalid continuation byte
Cornell University,http://courses.cornell.edu/preview_course_nopop.php?catoid=55&coid=993379,'charmap' codec can't encode character '\ufeff' in position 9219: character maps to <undefined>
Cornell University,http://courses.cornell.edu/preview_course_nopop.php?catoid=55&coid=993380,'charmap' codec can't encode character '\ufeff' in position 9250: character maps to <undefined>
